id,r_date,company_name,sum,category_name,type_name,control_plan,name,supplier_name,vehicle_no,invoice_no,way_bill_no,quantity,price,qty_uom,status_accepted,status_rejected,status_not_attended,invoice_file,waybill_file
734,10-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CI Scrap,,CI SCRAP ,HNSN GROUP LLC,,,,,,Kg,,,Not Attended,,
735,10-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CI Scrap,,CI SCRAP ,HNSN GROUP LLC,,,,,,Kg,,,Not Attended,,
736,10-02-2024,Maxwell Auto Components Pvt Ltd.,1,Scrap,HM Scrap,,HMS SCRA,KAMARAJ TRADERS,,,,8.43,,Ton,Accepted,,,,
737,10-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL MS,,,,,,,Kg,,,Not Attended,,
738,10-02-2024,Amar Udyog Pvt Ltd,1,Pig Iron,Pig Iron,,Pig Iron,,,,,,,Kg,,,Not Attended,,
739,10-02-2024,Amar Udyog Pvt Ltd,1,Pig Iron,Pig Iron,,Pig Iron,,,,,,,Kg,,,Not Attended,,
740,10-02-2024,Amar Udyog Pvt Ltd,1,Pig Iron,Pig Iron,,Pig Iron,,,,,,,Kg,,,Not Attended,,
741,10-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRCA,,CRCA SCRAP-10B24,LUMINAZ SAFETY GLASS,,,,,,Kg,,,Not Attended,,
742,10-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
743,10-02-2024,MANTRI METALLICS PVT LTD,1,Pig Iron,Pig Iron,,CI PIG-10B24,SUSHILA ENTERPRISES,,,,,,Kg,,,Not Attended,,
744,10-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
745,10-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
746,10-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
747,10-02-2024,Maxwell Auto Components Pvt Ltd.,1,Others,HMS,,HMS,ARAVIND STEEL,,,,,,Kg,,,Not Attended,,
748,10-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRCA,,CRCA SCRAP-10B24,MADHUBAN STEEL,,,,,,Kg,,,Not Attended,,
749,10-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
750,10-02-2024,Mal Metalliks Pvt. Ltd.,1,Others,CRCA,,CRCA BUNDLE ,K.R.ENTERPRISES,,,,,,Kg,,,Not Attended,,
751,10-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,MS. DAAL,,,,,,,Kg,,,Not Attended,,
752,11-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,INVNO:2324/5458,,,,,,,Kg,,,Not Attended,,
753,11-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,INVNO:2324/5458,,,,,,,Kg,,,Not Attended,,
754,11-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,INVNO:2324/5458,,,,,,,Kg,,,Not Attended,,
755,11-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,,MS SCRAP-11B24,PARSHWA STEEL,,,,,,Kg,,,Not Attended,,
756,11-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,INVNO2324/5458,,,,,,,Kg,,,Not Attended,,
757,11-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
758,11-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
759,11-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
760,11-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,,MS SCRAP-11B24,PARSHWA STEEL,,,,,,Kg,Accepted,,,,
761,11-02-2024,Mal Metalliks Pvt. Ltd.,1,Others,CRCA,,CRCA BUNDLE ,K.R.ENTERPRISES,,,,,,Kg,,,Not Attended,,
762,11-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRCA,,CRCA SCRAP-11B24 ,MADHUBAN STEEL,,,,,,Kg,Accepted,,,,
763,11-02-2024,MANTRI METALLICS PVT LTD,1,Others,SG BORING,,SG BORING-11B24,RITZEE RECYCLING,,,,,,Kg,Accepted,,,,
764,11-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,INVNO SAK 297 23/24,,,,,,,Kg,,,Not Attended,,
765,11-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRCA,,CRCA SCRAP-11B24 ,LUMINAZ SAFETY GLASS,,,,,,Kg,Accepted,,,,
766,12-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
767,12-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
768,12-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
769,12-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
770,12-02-2024,Rudra Casting Pvt Ltd,1,Scrap,SS Scrap,,SS430 SCRAP,,,,,6.2,,Ton,Accepted,,,,
771,12-02-2024,Paranjape Auto Cast Pvt Ltd,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
772,12-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
773,12-02-2024,CRM ISPAT PVT LTD,1,Others,HR SHEET-3977,,HR SHEET3977,,,,,,,Kg,,,Not Attended,,
774,12-02-2024,CRM ISPAT PVT LTD,1,Others,HR SHEET-3977,,HR SHEET3977,,,,,,,Kg,,,Not Attended,,
775,12-02-2024,CRM ISPAT PVT LTD,1,Others,HR SHEET-3977,,HR SHEET3977,,,,,,,Kg,,,Not Attended,,
776,12-02-2024,CRM ISPAT PVT LTD,1,Others,HR SHEET-3977,,HR SHEET3977,,,,,,,Kg,,,Not Attended,,
777,12-02-2024,CRM ISPAT PVT LTD,1,Others,2704,,2704,,,,,,,Kg,,,Not Attended,,
778,12-02-2024,CRM ISPAT PVT LTD,1,Others,2704,,2704,,,,,,,Kg,,,Not Attended,,
779,12-02-2024,CRM ISPAT PVT LTD,1,Others,2704,,2704,,,,,,,Kg,,,Not Attended,,
780,12-02-2024,CRM ISPAT PVT LTD,1,Others,2704,,2704,,,,,,,Kg,,,Not Attended,,
781,12-02-2024,CRM ISPAT PVT LTD,1,Others,2704,,2704,,,,,,,Kg,,,Not Attended,,
782,12-02-2024,Glow Cast,1,Scrap,MS Scrap,,RM,,,,,20,42,Kg,Accepted,,,,
783,12-02-2024,Glow Cast,1,Scrap,CRC Scrap,,XRCA,,,,,15,70,Kg,Accepted,,,,
784,12-02-2024,Truform Techno Products Ltd.,1,Scrap,SCRAP,,Scrap,,,,,,,Kg,,,Not Attended,,
785,12-02-2024,Truform Techno Products Ltd.,1,Pig Iron,Steel Pig,,Pig Iron,,MH-04-HD-9697,23240864,,43.97,52,Ton,Accepted,,,1,
786,12-02-2024,Truform Techno Products Ltd.,1,Scrap,SCRAP,,Scrap,,,,,,,Kg,,,Not Attended,,
787,12-02-2024,Truform Techno Products Ltd.,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
788,12-02-2024,Truform Techno Products Ltd.,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
789,12-02-2024,Truform Techno Products Ltd.,1,Scrap,CRC Scrap,,CRC SCRAP,,CG-04-LB-0455,SKI-063,6.72E+11,39.85,41.6,Kg,Accepted,,,1,
790,12-02-2024,CRM ISPAT PVT LTD,1,Others,2704,,2704,,,,,,,Kg,,,Not Attended,,
791,12-02-2024,CRM ISPAT PVT LTD,1,Others,2704,,2704,,,,,,,Kg,,,Not Attended,,
792,12-02-2024,Truform Techno Products Ltd.,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
793,12-02-2024,Truform Techno Products Ltd.,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
794,12-02-2024,Truform Techno Products Ltd.,1,Scrap,SCRAP,,SCRAP,,,,,,,Kg,,,Not Attended,,
795,12-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,MS. DAAL,,,,,,,Kg,,,Not Attended,,
796,12-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,MS. DAAL,,,,,,,Kg,,,Not Attended,,
797,12-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
798,12-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
799,12-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
800,12-02-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,MS Scrap,,MS SCRAP ,JJ STAMPING PVT LTD,,,,,,Kg,,,Not Attended,,
801,12-02-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,MS Scrap,,MS SCRAP LOOSE ,Pravat Febricators Pvt Ltd,,,,,,Kg,,,Not Attended,,
802,13-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
803,13-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
804,13-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
805,13-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
806,13-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
807,13-02-2024,HB INDUSTRIES UNIT 2,1,Scrap,CRC Scrap,,CRCA (BUNDAL),,PB09X8088,,,22.68,,Kg,Accepted,,,,
808,13-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
809,13-02-2024,Amar Udyog Pvt Ltd,1,Pig Iron,Pig Iron,,PIG IRON,,,,,,,Kg,,,Not Attended,,
810,13-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
811,13-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
812,13-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
813,13-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
814,13-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
815,13-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
816,13-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
817,13-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
818,14-02-2024,Maxwell Auto Components Pvt Ltd.,1,Others,Boaring,,BORINGS,JOSHOE/PBE.,,,,,,Kg,,,Not Attended,,
819,14-02-2024,Maxwell Auto Components Pvt Ltd.,1,Others,Boaring,,BORINGS,JOSHOE/PBE.,,,,,,Kg,,,Not Attended,,
820,14-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,,MS SCRAP-14B24,AK STEEL,MH10DT4161,AK0801142,,34.64,38.5,Ton,Accepted,,,,
821,14-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
822,14-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
823,14-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
824,14-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,3,,Kg,,Rejected,,,
825,14-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,3,,Kg,,Rejected,,,
826,14-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
827,14-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
828,14-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
829,14-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,,MS SCRAP-14B24,,MH09EM1777,173210224,,1.33,26,Ton,Accepted,,,,
830,14-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
831,14-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
832,14-02-2024,Maxwell Auto Components Pvt Ltd.,1,Others,Others,,,ARAVIND STEEL,,,,,,Kg,,,Not Attended,,
833,14-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
834,14-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
835,14-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
836,15-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,PIPE CUTTING CASTING,,,,,,,Kg,,,Not Attended,,
837,15-02-2024,Maxwell Auto Components Pvt Ltd.,1,Others,Others,,,KAMARAJ TRADERS,,,,,,Kg,,,Not Attended,,
838,15-02-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,MS Scrap,,MS SCRAP LOOSE,,,,,,,Kg,,,Not Attended,,
839,15-02-2024,Mal Metalliks Pvt. Ltd.,1,Others,CRCA,,CRCA BUNDLE,,,,,,,Kg,,,Not Attended,,
840,15-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
841,15-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
842,15-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
843,15-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
844,15-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
845,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,MS DAAL,,,,,,,Kg,,,Not Attended,,
846,16-02-2024,Supercraft Foundry Pvt Ltd,1,Scrap,MS Scrap,,MS SCRAP,,MH10DD9152,12,48746,19,,Ton,Accepted,,,1,
847,16-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,INV NO:SAK30123/24,,,,,,,Kg,,,Not Attended,,
848,16-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,INVNO282,,,,,,,Kg,,,Not Attended,,
849,16-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CI Scrap,,CI SCRAP16B24 ,,,,,,,Kg,,,Not Attended,,
850,16-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
851,16-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
852,16-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
853,16-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
854,16-02-2024,Rudra Casting Pvt Ltd,1,Scrap,SS Scrap,,SS SCRAP,,,,,0.85,,Kg,Accepted,,,,
855,16-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
856,16-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,,MS SCRAP,,,,,,,Kg,,,Not Attended,,
857,16-02-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,MS Scrap,,MS SCRAP LOOSE,,,,,,,Kg,,,Not Attended,,
858,16-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRCA,,CRCA SCRAP,,,,,,,Kg,,,Not Attended,,
859,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
860,16-02-2024,Mal Metalliks Pvt. Ltd.,1,Others,CRCA,,CRCA HAND BUNDLE,,,,,,,Kg,,,Not Attended,,
861,16-02-2024,MANTRI METALLICS PVT LTD,1,Others,CRCA,,CRCA PUNCHING,,,,,,,Kg,,,Not Attended,,
862,16-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
863,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
864,16-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
865,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
866,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
867,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
868,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
869,16-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,DAAL,,,,,,,Kg,,,Not Attended,,
870,17-02-2024,MANTRI METALLICS PVT LTD,1,Pig Iron,Pig Iron,,SG PIG IRON 17B24,,,,,,,Kg,,,Not Attended,,
871,17-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,,MS SCRAP17B24 ,,,,,,,Kg,,,Not Attended,,
872,17-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
873,17-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
874,17-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
875,17-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
876,17-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,2,,Ton,Accepted,,,,
877,17-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,STANDARD ENTERPRISES,,,,2,,Ton,Accepted,,,,
878,17-02-2024,The Allied Founders Pvt Ltd,1,Others,Others,,,SUPRIYA TRADERS,,,,5,,Ton,Accepted,,,,
879,17-02-2024,Supercraft Foundry Pvt Ltd,1,Others,CRCA,,CRCA,,,,,,,Kg,,,Not Attended,,
880,17-02-2024,Supercraft Foundry Pvt Ltd,1,Others,CRCA,,CRCA,,,,,,,Kg,,,Not Attended,,
881,17-02-2024,Supercraft Foundry Pvt Ltd,1,Others,CRCA,,CRCA,,,,,,,Kg,,,Not Attended,,
882,17-02-2024,Supercraft Foundry Pvt Ltd,1,Others,CRCA,,CRCA,,,,,,,Kg,,,Not Attended,,
883,17-02-2024,Supercraft Foundry Pvt Ltd,1,Others,CRCA,,CRCA,,,,,,,Kg,,,Not Attended,,
884,17-02-2024,HB INDUSTRIES UNIT 2,1,Others,CRCA,,CRCA (BUNDAL),,,,,,,Kg,,,Not Attended,,
885,17-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
886,17-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
887,17-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CI Scrap,,CI SCRAP17B24 ,,,,,,,Kg,,,Not Attended,,
888,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
889,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
890,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
891,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
892,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
893,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
894,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
895,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
896,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
897,17-02-2024,Amar Udyog Pvt Ltd,1,Others,JAAL,,JAAL,JAIN STEEL,,,,,,Kg,,,Not Attended,,
898,17-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
899,18-02-2024,Supercraft Foundry Pvt Ltd,1,Others,MS Scrap,,MS,,,,,,,Kg,,,Not Attended,,
900,18-02-2024,Supercraft Foundry Pvt Ltd,1,Others,MS Scrap,,MS,,,,,,,Kg,,,Not Attended,,
901,18-02-2024,Supercraft Foundry Pvt Ltd,1,Others,MS Scrap,,MS,,,,,,,Kg,,,Not Attended,,
902,18-02-2024,Supercraft Foundry Pvt Ltd,1,Others,MS Scrap,,MS,,,,,,,Kg,,,Not Attended,,
903,18-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,CI Scrap,,CI SCRAP18B24 ,,,,,,,Kg,,,Not Attended,,
904,18-02-2024,MANTRI METALLICS PVT LTD,1,Others,CRCA,,18B24 CRCA,,,,,,,Kg,Accepted,,,,
905,18-02-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Others,H403,,H403,,,14005,,1.555,,Ton,Accepted,,,,
906,18-02-2024,CRM ISPAT PVT LTD,1,Others,8706,,8706,,,,,,,Kg,,,Not Attended,,
907,18-02-2024,CRM ISPAT PVT LTD,1,Others,8706,,8706,,,,,,,Kg,,,Not Attended,,
908,18-02-2024,Supercraft Foundry Pvt Ltd,1,Others,Pig Iron,,PIG,,,,,,,Kg,,,Not Attended,,
909,18-02-2024,CRM ISPAT PVT LTD,1,Others,Sample,,1475 SAMPLE1,,,,,,,Kg,,,Not Attended,,
910,18-02-2024,CRM ISPAT PVT LTD,1,Others,Sample,,1475 SAMPLE2,,,,,,,Kg,,,Not Attended,,
911,18-02-2024,CRM ISPAT PVT LTD,1,Others,Sample,,1475SAMPLE3,,,,,,,Kg,,,Not Attended,,
912,18-02-2024,CRM ISPAT PVT LTD,1,Others,8706,,8706,,,,,,,Kg,,,Not Attended,,
913,18-02-2024,CRM ISPAT PVT LTD,1,Others,8706,,8706,,,,,,,Kg,,,Not Attended,,
914,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
915,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
916,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
917,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
918,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
919,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
920,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
921,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
922,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
923,18-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
924,18-02-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,,18B24 MS SCRAP,,,,,,,Kg,Accepted,,,,
925,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
926,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
927,18-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
928,18-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
929,18-02-2024,Amar Udyog Pvt Ltd,1,Others,BUNDAL,,BUNDAL,,,,,,,Kg,,,Not Attended,,
930,18-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,CHALLANNO:53,,,,,,,Kg,,,Not Attended,,
931,18-02-2024,Alchemy Precision Cast Pvt Ltd,1,Others,CHALLAN/Invoice,,CHALLANNO:53,,,,,,,Kg,,,Not Attended,,
932,19-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
933,19-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
934,19-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
935,19-02-2024,Amar Udyog Pvt Ltd,1,Others,CASTING,,CASTING,,,,,,,Kg,,,Not Attended,,
936,19-02-2024,Amar Udyog Pvt Ltd,1,Others,MS DAAL,,MS DAAL,,,,,,,Kg,,,Not Attended,,
