id,r_date,company_name,sum,category_name,type_name,control_plan,name,supplier_name,vehicle_no,invoice_no,way_bill_no,quantity,price,qty_uom,status_accepted,status_rejected,status_not_attended,invoice_file,waybill_file
2412,17-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2413,17-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Others,,,1 SKIPPER,SKIPPER,,,,,,Kg,,,Not Attended,,
2415,17-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Others,,,1 SKIPPER,SKIPPER,,,,,,Kg,,,Not Attended,,
2417,17-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2418,17-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2419,17-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2420,17-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,STANDARD ENTERPRISES,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
2421,17-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,STANDARD ENTERPRISES,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
2422,17-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,STANDARD ENTERPRISES,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
2423,17-05-2024,Mal Metalliks Pvt. Ltd.,1,Pig Iron,,,CRCA BUNDLE -SHYAMLAL IRON STEEL,SHYAMLAL IRON AND STEEL,,,,,,Kg,,,Not Attended,,
2424,17-05-2024,Iconic Castings Pvt Ltd,1,Scrap,MS Scrap,66-Iconic Castings Pvt Ltd - 1,RM1,,,,,1000,,Kg,Accepted,,,,
2425,17-05-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,SC 670/22,,,,,,,Kg,,,Not Attended,,
2426,17-05-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,MBH-11X C10 D,,,,,,,Kg,,,Not Attended,,
2427,18-05-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,SC 670/22,,,,,,,Kg,,,Not Attended,,
2428,18-05-2024,Yash Metallics Pvt Ltd,1,Scrap,MS Scrap,54-Yash Metallics Pvt Ltd - 1,GOYAL,,,,,,,Kg,,,Not Attended,,
2429,18-05-2024,Belgaum FerroCast Pvt Ltd,1,Others,,,MBH-11X C10 D,,,,,,,Kg,,,Not Attended,,
2430,18-05-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,MS Scrap,11-Mal Metalliks Pvt. Ltd. - 1,MS SCRAP (FORGING) - RKFL,RKFL,,,,,,Kg,,,Not Attended,,
2431,18-05-2024,Yash Metallics Pvt Ltd,1,Scrap,MS Scrap,54-Yash Metallics Pvt Ltd - 1,Mild steel Scrap,Goyal Iron and Steel,,,,25,,Ton,Accepted,,,,
2432,18-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Others,,,1 BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
2434,18-05-2024,Yash Metallics Pvt Ltd,1,Scrap,MS Scrap,54-Yash Metallics Pvt Ltd - 1,JAGDAMBA,Shri jagdamba ent.,,,,,,Kg,,,Not Attended,,
2435,18-05-2024,Mal Metalliks Pvt. Ltd.,1,Pig Iron,Foundry Pig,,PIG IRON-ESL STEEL LTD,ESL STEEL LTD,JH09BC 1876,3591,,30.54,,Ton,Accepted,,,,
2436,18-05-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,,,,,,,Kg,,,Not Attended,,
2437,18-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Others,,,1 BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
2438,18-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Others,,,1 SKIPPER,SKIPPER,,,,,,Kg,,,Not Attended,,
2441,18-05-2024,New Supreme Casting,1,Pig Iron,PIG IRON,73-New Supreme Casting - 1,RM1,,,,,,,Kg,,,Not Attended,,
2442,18-05-2024,Maruti Products,1,Others,,,17-05-2024,,,,,,,Kg,,,Not Attended,,
2443,18-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Others,,,1 BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
2444,18-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Others,,,1 SKIPPER,SKIPPER,,,,,,Kg,,,Not Attended,,
2447,18-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4C,37-Paranjape Auto Cast Satara Unit Pvt Ltd - 1,ALLOY,,,,,,,Kg,,,Not Attended,,
2448,18-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4C,37-Paranjape Auto Cast Satara Unit Pvt Ltd - 1,ALLOY,,,,,,,Kg,,,Not Attended,,
2449,18-05-2024,Yash Metallics Pvt Ltd,1,Pig Iron,Basic Pig iron,56-Yash Metallics Pvt Ltd - 3,JANARDAN,Janardan Minerals,,,,,,Kg,,,Not Attended,,
2450,18-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4C,37-Paranjape Auto Cast Satara Unit Pvt Ltd - 1,ALLOY,,,,,,,Kg,,,Not Attended,,
2451,18-05-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,,,,,,,Kg,Accepted,,,,
2452,18-05-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,,,,,,,Kg,,,Not Attended,,
2453,18-05-2024,Shivalik Engineering industries Ltd,1,Pig Iron,Steel Pig,46-Shivalik Engineering industries Ltd - 2,RM2,,,,,,,Kg,,,Not Attended,,
2454,18-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
2456,18-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,BIZHERO,BIZ HERO,,,,,,Kg,,,Not Attended,,
2458,18-05-2024,Gujarat Metal Cast,1,Others,,,MCI STD,,,,,,,Kg,,,Not Attended,,
2459,18-05-2024,Maruti Products,1,Others,,,18-05-2024,,,,,,,Kg,,,Not Attended,,
2460,18-05-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,18E24 - MADHUBAN STEEL -GSCRM 670-22,MADHUBAN STEEL,,,,,,Kg,Accepted,,,,
2461,18-05-2024,Yash Metallics Pvt Ltd,1,Pig Iron,Basic Pig iron,56-Yash Metallics Pvt Ltd - 3,Pig Iron,Janardan Minerals,,,,25,,Ton,Accepted,,,,
2462,18-05-2024,Yash Metallics Pvt Ltd,1,Pig Iron,Foundry Pig,55-Yash Metallics Pvt Ltd - 2,Pig Iron,WELL DEAL ENGINEERING,,,,25,,Ton,Accepted,,,,
2463,18-05-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,CRC Scrap,,CRCA HAND BUNDLE - SS TRADERS,SS TRADERS,JH05CE 9642,40,,22.79,,Ton,Accepted,,,,
2464,18-05-2024,Shivalik Engineering industries Ltd,1,Scrap,,,M.S.SCRAP S-1,,,,,,,Kg,Accepted,,,,
2465,18-05-2024,Shivalik Engineering industries Ltd,1,Scrap,,,M.S.SCRAP S-2,,,,,,,Kg,Accepted,,,,
2466,18-05-2024,Shivalik Engineering industries Ltd,1,Scrap,,,M.S.SCRAP S-3,,,,,,,Kg,Accepted,,,,
2467,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2468,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2469,19-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2470,19-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2471,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2472,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2473,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2474,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2475,19-05-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,2-MANTRI METALLICS PVT LTD - 2,19E24 - KP STEEL-GSCRM 670-22,KP STEEL,MH09CU8887,163,,24.27,43.5,Ton,Accepted,,,,
2476,19-05-2024,Yash Metallics Pvt Ltd,1,Scrap,MS Scrap,54-Yash Metallics Pvt Ltd - 1,HARIHAR,HARIHAR Ent.,,,,,,Kg,,,Not Attended,,
2477,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,VANDANA ISPAT,CG07AV8227,1.82E+13,,24.66,,Ton,Accepted,,,,
2478,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,VANDANA ISPAT,CG07AV8227,1.82E+13,,24.66,,Ton,Accepted,,,,
2479,19-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2480,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,SHIVALIK UNIT 2,CG04JD5989,14,,25.03,,Ton,Accepted,,,,
2481,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,SHIVALIK UNIT 2,CG04JD5989,14,,25.03,,Ton,Accepted,,,,
2482,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,SHIVALIK UNIT 2,CG04JD5989,14,,25.03,,Ton,Accepted,,,,
2483,19-05-2024,Yash Metallics Pvt Ltd,1,Pig Iron,Foundry Pig,55-Yash Metallics Pvt Ltd - 2,WELLDEAL,,,,,,,Kg,,,Not Attended,,
2484,19-05-2024,MANTRI METALLICS PVT LTD,1,Scrap,CRC Scrap,1-MANTRI METALLICS PVT LTD - 1,19E24 - RITZEE RECYCLING-GSCRM 670-22,RITZEE RECYCLING,MH08H1532,RRPL480,,12,43,Ton,Accepted,,,,
2485,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2486,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2487,19-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2488,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2489,19-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2490,19-05-2024,Maxwell Auto Components Pvt Ltd.,1,Others,,,20-05-2024,,,,,,,Kg,,,Not Attended,,
2491,19-05-2024,Maxwell Auto Components Pvt Ltd.,1,Others,,,20-05-2024,,,,,,,Kg,,,Not Attended,,
2492,20-05-2024,Gujarat Metal Cast,1,Others,,,SR CORP,,,,,,,Kg,,,Not Attended,,
2493,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2494,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2495,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2496,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2497,20-05-2024,Gujarat Metal Cast,1,Others,,,ANOOVI,ANOVI,,,,,,Kg,,,Not Attended,,
2498,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2499,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2500,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2501,20-05-2024,Mal Metalliks Pvt. Ltd.,1,Others,,,CRCA BUNDLE - AS ENTERPRISES,AS ENTERPRISES,,,,,,Kg,,,Not Attended,,
2502,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2503,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2504,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2505,20-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
2506,20-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
2507,20-05-2024,Maxwell Auto Components Pvt Ltd.,1,Others,,,20.05.2024 TN66 Q2826,,,,,,,Kg,,,Not Attended,,
2508,20-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,HS1S,50-Paranjape Auto Cast Satara Unit Pvt Ltd - 2,ALLOY,,,,,,,Kg,,,Not Attended,,
2509,20-05-2024,Maxwell Auto Components Pvt Ltd.,1,Others,,,1,KAMARAJ TRADERS,,,,10,,Ton,Accepted,,,,
2510,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2511,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2512,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2513,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2514,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2515,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2516,20-05-2024,Maxwell Auto Components Pvt Ltd.,1,Others,,,20.04.2024 TN66 Q2826,,,,,,,Kg,,,Not Attended,,
2517,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2518,20-05-2024,Gujarat Metal Cast,1,Others,,,SGI STD,,,,,,,Kg,,,Not Attended,,
2519,20-05-2024,Gujarat Metal Cast,1,Others,,,SGI STD SN,,,,,,,Kg,,,Not Attended,,
2520,20-05-2024,Gujarat Metal Cast,1,Others,,,SGI STD SN,,,,,,,Kg,,,Not Attended,,
2521,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2522,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2523,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2524,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2525,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2526,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2527,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2528,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2529,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,ANAND SALES,CG07C6311,38,,9.77,,Ton,Accepted,,,,
2530,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,ANAND SALES,CG07C6311,38,,9.77,,Ton,Accepted,,,,
2531,20-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,,RM1,ANAND SALES,CG07C6311,38,,9.77,,Ton,Accepted,,,,
2532,20-05-2024,Shivalik Engineering industries Ltd,1,Others,,,24E20 A,,,,,,,Kg,,,Not Attended,,
2533,20-05-2024,Shivalik Engineering industries Ltd,1,Others,,,24E20 A,,,,,,,Kg,,,Not Attended,,
2534,21-05-2024,Gujarat Metal Cast,1,Others,,,GUJARAT TIN,,,,,,,Kg,,,Not Attended,,
2535,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,VANDANA ISPAT,CG07AV8227,792,,25.52,,Ton,Accepted,,,,
2536,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,VANDANA ISPAT,CG07AV8227,792,,25.52,,Ton,Accepted,,,,
2537,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,VANDANA ISPAT,CG07AV8227,792,,25.52,,Ton,Accepted,,,,
2538,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,MS,,,,,,,Kg,,,Not Attended,,
2539,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,MS,,,,,,,Kg,,,Not Attended,,
2540,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,MS,,,,,,,Kg,,,Not Attended,,
2541,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,MS,,,,,,,Kg,,,Not Attended,,
2542,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,PIG,,,,,,,Kg,,,Not Attended,,
2543,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,VANDANA ISPAT,CG04JD7679,793,,23.35,,Ton,Accepted,,,,
2544,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,VANDANA ISPAT,CG04JD7679,793,,23.35,,Ton,Accepted,,,,
2545,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,VANDANA ISPAT,CG04JD7679,793,,23.35,,Ton,Accepted,,,,
2546,21-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,GM TRADERS,GM TRADERS,,,,,,Kg,,,Not Attended,,
2547,21-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,GM TRADERS,GM TRADERS,,,,,,Kg,,,Not Attended,,
2548,21-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,GM TRADERS,GM TRADERS,,,,,,Kg,,,Not Attended,,
2549,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,MS,,,,,,,Kg,,,Not Attended,,
2550,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,MS,,,,,,,Kg,,,Not Attended,,
2551,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,MS,,,,,,,Kg,,,Not Attended,,
2552,21-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,SKIPPER,SKIPPER,,,,,,Kg,,,Not Attended,,
2553,21-05-2024,Gujarat Metal Cast,1,Others,,,SGI STD,,,,,,,Kg,,,Not Attended,,
2554,21-05-2024,TITAGARH WAGONS LIMITED UNIT 2,1,Scrap,MS Scrap,53-TITAGARH WAGONS LIMITED UNIT 2 - 1,SKIPPER,SKIPPER,,,,,,Kg,,,Not Attended,,
2555,21-05-2024,Oasis International,1,Scrap,MS Scrap,61-Oasis International - 4,RM4,SUPRIYA TRADERS,,,,1,,Ton,,Rejected,,,
2556,21-05-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,CRC Scrap,,CRCA HAND BUNDLE - SS TRADERS,SS TRADERS,JH05AM 0365,42,,18.74,,Ton,Accepted,,,,
2557,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2558,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2559,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2560,21-05-2024,Supercraft Foundry Pvt Ltd,1,Others,,,RM,,,,,,,Kg,,,Not Attended,,
2561,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2562,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2563,21-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,Accepted,,,,
2564,22-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,RATUSARIA IND.,CG04JD2110,51,,25.83,,Ton,Accepted,,,,
2565,22-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,RATUSARIA IND.,CG04JD2110,51,,25.83,,Ton,Accepted,,,,
2566,22-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,RATUSARIA IND.,CG04JD2110,51,,25.83,,Ton,Accepted,,,,
2567,22-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2568,22-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2569,22-05-2024,Mal Metalliks Pvt. Ltd.,1,Others,,,CRCA HAND BUNDLE-K R ENTERPRISES,K.R.ENTERPRISES,,,,,,Kg,,,Not Attended,,
2570,22-05-2024,Mal Metalliks Pvt. Ltd.,1,Scrap,,,PUNCHING SCRAP-BIZHERO INDIA PVT LTD,BIZ HERO,,,,,,Kg,,,Not Attended,,
2571,22-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2572,22-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,STANDARD ENTERPRICES,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
2573,22-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,STANDARD ENTERPRICES,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
2574,22-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,STANDARD ENTERPRICES,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
2575,22-05-2024,The Allied Founders Pvt Ltd,1,Scrap,MS Scrap,25-The Allied Founders Pvt Ltd - 2,STANDARD ENTERPRICES,STANDARD ENTERPRISES,,,,,,Kg,,,Not Attended,,
2576,22-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,AKASH SALES,CG08AV2351,711,,33.75,,Ton,Accepted,,,,
2577,22-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,AKASH SALES,CG08AV2351,711,,33.75,,Ton,Accepted,,,,
2578,22-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,AKASH SALES,CG08AV2351,711,,33.75,,Ton,Accepted,,,,
2579,22-05-2024,Shivalik Engineering industries Ltd,1,Scrap,MS Scrap,45-Shivalik Engineering industries Ltd - 1,RM1,,,,,,,Kg,,,Not Attended,,
2580,22-05-2024,MANTRI METALLICS PVT LTD,1,Scrap,MS Scrap,2-MANTRI METALLICS PVT LTD - 2,22E24 - RITZEE RECYCLING,RITZEE RECYCLING,MH12UM5454,RRPL479,,10,43,Ton,Accepted,,,,
2581,22-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
2582,22-05-2024,Paranjape Auto Cast Satara Unit Pvt Ltd,1,Aluminium,AC4B,51-Paranjape Auto Cast Satara Unit Pvt Ltd - 3,ALLOY,,,,,,,Kg,,,Not Attended,,
